# File: A54.india_state_StubTranTechCost.csv
# Title: Non-energy sub technology transport cost at state level
# Units: 1990$/pkm or 1990$/tkm
# Column types: ccccnnnnnnnnnnnnnnnnnnn
# ----------
region,supplysector,tranSubsector,stub.technology,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
KL,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
LA,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
LD,trn_pass_road,Bus,NG,0.063260339,0.06436997,0.065499066,0.066647966,0.06778381,0.068932711,0.070251335,0.071583015,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639
MH,trn_pass_road,Bus,NG,0.085276907,0.08639623,0.087530246,0.088679146,0.089814991,0.090963891,0.092282515,0.093614195,0.094932819,0.094932819,0.094932819,0.094932819,0.094932819,0.094932819,0.094932819,0.094932819,0.094932819,0.094932819,0.094932819
ML,trn_pass_road,Bus,NG,0.062445913,0.063555062,0.064683912,0.065832812,0.066968657,0.068117557,0.069436181,0.070767861,0.072086485,0.072086485,0.072086485,0.072086485,0.072086485,0.072086485,0.072086485,0.072086485,0.072086485,0.072086485,0.072086485
MN,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
MP,trn_pass_road,Bus,NG,0.067662932,0.068774978,0.069905302,0.071054202,0.072190046,0.073338947,0.074657571,0.075989251,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875
MZ,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
NL,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
OD,trn_pass_road,Bus,NG,0.069424091,0.070537023,0.071667796,0.072816696,0.073952541,0.075101441,0.076420065,0.077751745,0.079070369,0.079070369,0.079070369,0.079070369,0.079070369,0.079070369,0.079070369,0.079070369,0.079070369,0.079070369,0.079070369
PB,trn_pass_road,Bus,NG,0.083074916,0.084193491,0.085327128,0.086476028,0.087611873,0.088760773,0.090079397,0.091411077,0.092729701,0.092729701,0.092729701,0.092729701,0.092729701,0.092729701,0.092729701,0.092729701,0.092729701,0.092729701,0.092729701
PC,trn_pass_road,Bus,NG,0.063260339,0.06436997,0.065499066,0.066647966,0.06778381,0.068932711,0.070251335,0.071583015,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639
RJ,trn_pass_road,Bus,NG,0.064955282,0.06606588,0.067195466,0.068344367,0.069480211,0.070629112,0.071947736,0.073279416,0.07459804,0.07459804,0.07459804,0.07459804,0.07459804,0.07459804,0.07459804,0.07459804,0.07459804,0.07459804,0.07459804
SK,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
TN,trn_pass_road,Bus,NG,0.074267592,0.075382751,0.076514656,0.077663556,0.078799401,0.079948301,0.081266925,0.082598605,0.083917229,0.083917229,0.083917229,0.083917229,0.083917229,0.083917229,0.083917229,0.083917229,0.083917229,0.083917229,0.083917229
TR,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
TS,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
UK,trn_pass_road,Bus,NG,0.066782377,0.067893964,0.069024054,0.070172955,0.071308799,0.0724577,0.073776324,0.075108004,0.076426628,0.076426628,0.076426628,0.076426628,0.076426628,0.076426628,0.076426628,0.076426628,0.076426628,0.076426628,0.076426628
UP,trn_pass_road,Bus,NG,0.067640918,0.068752953,0.06988327,0.071032171,0.072168015,0.073316916,0.07463554,0.07596722,0.077285844,0.077285844,0.077285844,0.077285844,0.077285844,0.077285844,0.077285844,0.077285844,0.077285844,0.077285844,0.077285844
WB,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
AN,trn_pass_road,Bus,Electric,0.103032013,0.096519341,0.090418337,0.084702978,0.078987619,0.07612994,0.073272261,0.070414581,0.067556902,0.066248182,0.065120978,0.064161883,0.063359645,0.062704945,0.062190215,0.061809492,0.061558303,0.061433575,0.061433575
AP,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
AR,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
AS,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
BR,trn_pass_road,Bus,Electric,0.105313165,0.098822363,0.092731611,0.087016252,0.081300893,0.078443214,0.075585534,0.072727855,0.069870176,0.068561456,0.067434252,0.066475157,0.065672919,0.065018219,0.064503489,0.064122766,0.063871577,0.063746848,0.063746848
CG,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
CH,trn_pass_road,Bus,Electric,0.101729315,0.095203584,0.089096466,0.083381107,0.077665749,0.074808069,0.07195039,0.06909271,0.066235031,0.064926311,0.063799107,0.062840012,0.062037774,0.061383074,0.060868344,0.060487622,0.060236432,0.060111704,0.060111704
DD,trn_pass_road,Bus,Electric,0.102111376,0.09558952,0.089484215,0.083768856,0.078053497,0.075195818,0.072338139,0.069480459,0.06662278,0.06531406,0.064186856,0.063227761,0.062425523,0.061770823,0.061256093,0.06087537,0.060624181,0.060499453,0.060499453
DL,trn_pass_road,Bus,Electric,0.102276373,0.095756179,0.089651652,0.083936293,0.078220934,0.075363255,0.072505575,0.069647896,0.066790217,0.065481497,0.064354293,0.063395198,0.06259296,0.06193826,0.06142353,0.061042807,0.060791618,0.060666889,0.060666889
DN,trn_pass_road,Bus,Electric,0.102111376,0.09558952,0.089484215,0.083768856,0.078053497,0.075195818,0.072338139,0.069480459,0.06662278,0.06531406,0.064186856,0.063227761,0.062425523,0.061770823,0.061256093,0.06087537,0.060624181,0.060499453,0.060499453
GA,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
GJ,trn_pass_road,Bus,Electric,0.120449495,0.114077862,0.108043281,0.102327922,0.096612564,0.093754884,0.090897205,0.088039525,0.085181846,0.083873126,0.082745922,0.081786827,0.080984589,0.080329889,0.079815159,0.079434437,0.079183247,0.079058519,0.079058519
HP,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
HR,trn_pass_road,Bus,Electric,0.118922516,0.112540564,0.106501099,0.10078574,0.095070381,0.092212702,0.089355022,0.086497343,0.083639663,0.082330943,0.081203739,0.080244644,0.079442406,0.078787706,0.078272976,0.077892254,0.077641065,0.077516336,0.077516336
JH,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
JK,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
KA,trn_pass_road,Bus,Electric,0.107378531,0.100906508,0.094824573,0.089109214,0.083393855,0.080536176,0.077678497,0.074820817,0.071963138,0.070654418,0.069527214,0.068568119,0.067765881,0.067111181,0.066596451,0.066215728,0.065964539,0.065839811,0.065839811
KL,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
LA,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
LD,trn_pass_road,Bus,Electric,0.103032013,0.096519341,0.090418337,0.084702978,0.078987619,0.07612994,0.073272261,0.070414581,0.067556902,0.066248182,0.065120978,0.064161883,0.063359645,0.062704945,0.062190215,0.061809492,0.061558303,0.061433575,0.061433575
MH,trn_pass_road,Bus,Electric,0.124814754,0.11847092,0.112449517,0.106734158,0.1010188,0.09816112,0.095303441,0.092445761,0.089588082,0.088279362,0.087152158,0.086193063,0.085390825,0.084736125,0.084221395,0.083840673,0.083589483,0.083464755,0.083464755
ML,trn_pass_road,Bus,Electric,0.10222861,0.095707935,0.089603183,0.083887825,0.078172466,0.075314786,0.072457107,0.069599427,0.066741748,0.065433028,0.064305824,0.063346729,0.062544491,0.061889791,0.061375061,0.060994339,0.060743149,0.060618421,0.060618421
MN,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
MP,trn_pass_road,Bus,Electric,0.107378531,0.100906508,0.094824573,0.089109214,0.083393855,0.080536176,0.077678497,0.074820817,0.071963138,0.070654418,0.069527214,0.068568119,0.067765881,0.067111181,0.066596451,0.066215728,0.065964539,0.065839811,0.065839811
MZ,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
NL,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
OD,trn_pass_road,Bus,Electric,0.109118793,0.102661893,0.096587068,0.090871709,0.08515635,0.08229867,0.079440991,0.076583312,0.073725632,0.072416912,0.071289708,0.070330613,0.069528375,0.068873675,0.068358945,0.067978223,0.067727034,0.067602305,0.067602305
PB,trn_pass_road,Bus,Electric,0.122631685,0.116274252,0.110246399,0.10453104,0.098815682,0.095958002,0.093100323,0.090242643,0.087384964,0.086076244,0.08494904,0.083989945,0.083187707,0.082533007,0.082018277,0.081637555,0.081386365,0.081261637,0.081261637
PC,trn_pass_road,Bus,Electric,0.103032013,0.096519341,0.090418337,0.084702978,0.078987619,0.07612994,0.073272261,0.070414581,0.067556902,0.066248182,0.065120978,0.064161883,0.063359645,0.062704945,0.062190215,0.061809492,0.061558303,0.061433575,0.061433575
RJ,trn_pass_road,Bus,Electric,0.104704686,0.09820817,0.092114738,0.086399379,0.08068402,0.077826341,0.074968661,0.072110982,0.069253303,0.067944583,0.066817379,0.065858284,0.065056046,0.064401345,0.063886616,0.063505893,0.063254704,0.063129975,0.063129975
SK,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
TN,trn_pass_road,Bus,Electric,0.113908815,0.10749055,0.101433927,0.095718568,0.090003209,0.08714553,0.084287851,0.081430171,0.078572492,0.077263772,0.076136568,0.075177473,0.074375235,0.073720535,0.073205805,0.072825082,0.072573893,0.072449165,0.072449165
TR,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
TS,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
UK,trn_pass_road,Bus,Electric,0.106508741,0.100028923,0.093943326,0.088227967,0.082512608,0.079654929,0.076797249,0.07393957,0.071081891,0.069773171,0.068645967,0.067686872,0.066884634,0.066229933,0.065715204,0.065334481,0.065083292,0.064958563,0.064958563
UP,trn_pass_road,Bus,Electric,0.107356784,0.100884568,0.094802542,0.089087183,0.083371824,0.080514145,0.077656465,0.074798786,0.071941107,0.070632387,0.069505183,0.068546088,0.06774385,0.067089149,0.06657442,0.066193697,0.065942508,0.065817779,0.065817779
WB,trn_pass_road,Bus,Electric,0.105204499,0.098712683,0.092621455,0.086906096,0.081190737,0.078333058,0.075475379,0.072617699,0.06976002,0.0684513,0.067324096,0.066365001,0.065562763,0.064908063,0.064393333,0.06401261,0.063761421,0.063636693,0.063636693
AN,trn_freight_road,Truck,Liquids,0.00699507,0.007215827,0.007443551,0.007678461,0.007913372,0.008151113,0.008425647,0.008700181,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715
AP,trn_freight_road,Truck,Liquids,0.00699507,0.007215827,0.007443551,0.007678461,0.007913372,0.008151113,0.008425647,0.008700181,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715
AR,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
AS,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
BR,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
CG,trn_freight_road,Truck,Liquids,0.012585414,0.012982596,0.013392313,0.01381496,0.014237607,0.014665347,0.015159284,0.015653221,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158
CH,trn_freight_road,Truck,Liquids,0.006515973,0.00672161,0.006933737,0.007152558,0.00737138,0.007592837,0.007848568,0.008104299,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003
DD,trn_freight_road,Truck,Liquids,0.012585414,0.012982596,0.013392313,0.01381496,0.014237607,0.014665347,0.015159284,0.015653221,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158
DL,trn_freight_road,Truck,Liquids,0.006515973,0.00672161,0.006933737,0.007152558,0.00737138,0.007592837,0.007848568,0.008104299,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003
DN,trn_freight_road,Truck,Liquids,0.012585414,0.012982596,0.013392313,0.01381496,0.014237607,0.014665347,0.015159284,0.015653221,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158
GA,trn_freight_road,Truck,Liquids,0.012585414,0.012982596,0.013392313,0.01381496,0.014237607,0.014665347,0.015159284,0.015653221,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158
GJ,trn_freight_road,Truck,Liquids,0.012585414,0.012982596,0.013392313,0.01381496,0.014237607,0.014665347,0.015159284,0.015653221,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158
HP,trn_freight_road,Truck,Liquids,0.006515973,0.00672161,0.006933737,0.007152558,0.00737138,0.007592837,0.007848568,0.008104299,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003
HR,trn_freight_road,Truck,Liquids,0.006515973,0.00672161,0.006933737,0.007152558,0.00737138,0.007592837,0.007848568,0.008104299,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003
JH,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
JK,trn_freight_road,Truck,Liquids,0.006515973,0.00672161,0.006933737,0.007152558,0.00737138,0.007592837,0.007848568,0.008104299,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003
KA,trn_freight_road,Truck,Liquids,0.00699507,0.007215827,0.007443551,0.007678461,0.007913372,0.008151113,0.008425647,0.008700181,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715
KL,trn_freight_road,Truck,Liquids,0.00699507,0.007215827,0.007443551,0.007678461,0.007913372,0.008151113,0.008425647,0.008700181,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715
LA,trn_freight_road,Truck,Liquids,0.006515973,0.00672161,0.006933737,0.007152558,0.00737138,0.007592837,0.007848568,0.008104299,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003
LD,trn_freight_road,Truck,Liquids,0.00699507,0.007215827,0.007443551,0.007678461,0.007913372,0.008151113,0.008425647,0.008700181,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715
MH,trn_freight_road,Truck,Liquids,0.012585414,0.012982596,0.013392313,0.01381496,0.014237607,0.014665347,0.015159284,0.015653221,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158
ML,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
MN,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
MP,trn_freight_road,Truck,Liquids,0.012585414,0.012982596,0.013392313,0.01381496,0.014237607,0.014665347,0.015159284,0.015653221,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158,0.016147158
MZ,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
NL,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
OD,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
PB,trn_freight_road,Truck,Liquids,0.006515973,0.00672161,0.006933737,0.007152558,0.00737138,0.007592837,0.007848568,0.008104299,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003
PC,trn_freight_road,Truck,Liquids,0.00699507,0.007215827,0.007443551,0.007678461,0.007913372,0.008151113,0.008425647,0.008700181,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715
RJ,trn_freight_road,Truck,Liquids,0.006515973,0.00672161,0.006933737,0.007152558,0.00737138,0.007592837,0.007848568,0.008104299,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003
SK,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
TN,trn_freight_road,Truck,Liquids,0.00699507,0.007215827,0.007443551,0.007678461,0.007913372,0.008151113,0.008425647,0.008700181,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715
TR,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
TS,trn_freight_road,Truck,Liquids,0.00699507,0.007215827,0.007443551,0.007678461,0.007913372,0.008151113,0.008425647,0.008700181,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715,0.008974715
UK,trn_freight_road,Truck,Liquids,0.006515973,0.00672161,0.006933737,0.007152558,0.00737138,0.007592837,0.007848568,0.008104299,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003
UP,trn_freight_road,Truck,Liquids,0.006515973,0.00672161,0.006933737,0.007152558,0.00737138,0.007592837,0.007848568,0.008104299,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003,0.00836003
WB,trn_freight_road,Truck,Liquids,0.00940394,0.009700718,0.010006862,0.010322668,0.010638474,0.010958085,0.011327159,0.011696234,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308,0.012065308
AN,trn_freight_road,Truck,Electric,0.034383932,0.031996158,0.029774203,0.02770655,0.025638897,0.024605071,0.023571244,0.022537418,0.021503591,0.020591338,0.019788791,0.01908576,0.018473518,0.017944618,0.017492738,0.017112557,0.016799648,0.016550391,0.016550391
AP,trn_freight_road,Truck,Electric,0.034383932,0.031996158,0.029774203,0.02770655,0.025638897,0.024605071,0.023571244,0.022537418,0.021503591,0.020591338,0.019788791,0.01908576,0.018473518,0.017944618,0.017492738,0.017112557,0.016799648,0.016550391,0.016550391
AR,trn_freight_road,Truck,Electric,0.046224615,0.043014572,0.040027449,0.037247765,0.034468081,0.033078239,0.031688397,0.030298555,0.028908713,0.027682311,0.026603392,0.025658261,0.024835183,0.024124148,0.023516656,0.023005553,0.022584889,0.022249795,0.022249795
AS,trn_freight_road,Truck,Electric,0.046224615,0.043014572,0.040027449,0.037247765,0.034468081,0.033078239,0.031688397,0.030298555,0.028908713,0.027682311,0.026603392,0.025658261,0.024835183,0.024124148,0.023516656,0.023005553,0.022584889,0.022249795,0.022249795
BR,trn_freight_road,Truck,Electric,0.046224615,0.043014572,0.040027449,0.037247765,0.034468081,0.033078239,0.031688397,0.030298555,0.028908713,0.027682311,0.026603392,0.025658261,0.024835183,0.024124148,0.023516656,0.023005553,0.022584889,0.022249795,0.022249795
CG,trn_freight_road,Truck,Electric,0.061862999,0.057566958,0.053569252,0.049849165,0.046129078,0.044269035,0.042408991,0.040548948,0.038688904,0.037047594,0.035603664,0.034338782,0.033237247,0.032285658,0.031472644,0.030788629,0.030225648,0.029777188,0.029777188
CH,trn_freight_road,Truck,Electric,0.032028953,0.02980472,0.027734948,0.02580891,0.023882872,0.022919853,0.021956834,0.020993815,0.020030796,0.019181024,0.018433443,0.017778563,0.017208254,0.016715579,0.016294649,0.015940507,0.015649029,0.015416843,0.015416843
DD,trn_freight_road,Truck,Electric,0.061862999,0.057566958,0.053569252,0.049849165,0.046129078,0.044269035,0.042408991,0.040548948,0.038688904,0.037047594,0.035603664,0.034338782,0.033237247,0.032285658,0.031472644,0.030788629,0.030225648,0.029777188,0.029777188
DL,trn_freight_road,Truck,Electric,0.032028953,0.02980472,0.027734948,0.02580891,0.023882872,0.022919853,0.021956834,0.020993815,0.020030796,0.019181024,0.018433443,0.017778563,0.017208254,0.016715579,0.016294649,0.015940507,0.015649029,0.015416843,0.015416843
